"period_pair","feature","coefficient","abs_coef","norm_coef","rank"
"1yr_vs_3yr","dev_Ability.to.roll",3.61046734247975,3.61046734247975,1,1
"1yr_vs_3yr","diag_cardio",3.60128427257733,3.60128427257733,0.997456542593704,2
"1yr_vs_3yr","dev_Ability.to.walk",3.06895524819242,3.06895524819242,0.850016066364582,3
"1yr_vs_3yr","diag_gastro",2.9047648184777,2.9047648184777,0.804539840120157,4
"1yr_vs_3yr","dev_Ability.to.vocalize",2.6553595866857,2.6553595866857,0.735461461025691,5
"1yr_vs_3yr","sz_tonic.clonic",2.19647406127722,2.19647406127722,0.60836281093977,6
"1yr_vs_3yr","dev_Ability.to.use.at.least.one.word",2.07259229552241,2.07259229552241,0.574050974270524,7
"1yr_vs_3yr","sz_tonic",1.92240491421224,1.92240491421224,0.532453206706446,8
"1yr_vs_3yr","dev_Ability.to.use.short.phrase",1.71964010710022,1.71964010710022,0.476292940492055,9
"1yr_vs_3yr","eeg_paroxysmal_abnormalities",1.4840563660704,1.4840563660704,0.411042733612186,10
"1yr_vs_3yr","dev_Ability.to.transfer.objects",1.40832388649868,1.40832388649868,0.390066922896306,11
"1yr_vs_3yr","dev_Ability.to.grasp",1.3987619266459,1.3987619266459,0.387418523410657,12
"1yr_vs_3yr","sz_focal",1.28598686287159,1.28598686287159,0.356182937245001,13
"1yr_vs_3yr","dev_Ability.to.crawl",1.28314924348564,1.28314924348564,0.355396994840103,14
"1yr_vs_3yr","hosp_status",0.94857566065467,0.94857566065467,0.262729328553673,15
"1yr_vs_3yr","dev_Ability.to.reach",0.896201685967019,0.896201685967019,0.248223180257736,16
"1yr_vs_3yr","hosp_pneumonia",0.732340717448872,0.732340717448872,0.202838205689429,17
"1yr_vs_3yr","dev_Ability.to.walk.with.assistance",0.512920941111847,0.512920941111847,0.142064971777189,18
"1yr_vs_3yr","dev_Ability.to.use.pincer.grasp",0.495314899622236,0.495314899622236,0.137188583260261,19
"1yr_vs_3yr","dev_Ability.to.pull.to.stand",0.35855316341741,0.35855316341741,0.0993093495677896,20
"1yr_vs_3yr","dev_Ability.to.use.non.verbal.communication",0.276223136324618,0.276223136324618,0.0765061999244957,21
"1yr_vs_3yr","dev_Ability.to.write",0.268486036804114,0.268486036804114,0.0743632364833167,22
"1yr_vs_3yr","dev_Ability.to.babble",0.121354689163289,0.121354689163289,0.0336119060641995,23
